place,placeName,abstract,country,subject,broaderSubject,placeType,broaderPlaceType,population
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:County_Cork,http://dbpedia.org/resource/Category:Counties_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:County_Cork,http://dbpedia.org/resource/Category:Counties_of_the_United_Kingdom_(1801–1922),http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:County_Cork,http://dbpedia.org/resource/Category:Munster,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Subdivisions_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:First-level_administrative_divisions_by_country,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Counties_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Subdivisions_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Counties_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Counties_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Cork,County Cork,"County Cork (Irish: Contae Chorcaí) is the largest and the southernmost county of Ireland, named after the city of Cork, the state's second-largest city. It is in the province of Munster and the Southern Region. Its largest market towns are Mallow, Macroom, Midleton, and Skibbereen. As of 2022 the county had a population of 581,231, making it the third-most populous county in Ireland. Cork County Council is the local authority for the county, while Cork City Council governs the city of Cork and its environs. Notable Corkonians include Michael Collins, Jack Lynch, Roy Keane, Sonia O'Sullivan and Cillian Murphy. Cork borders four other counties: Kerry to the west, Limerick to the north, Tipperary to the north-east and Waterford to the east. The county contains a section of the Golden Vale pastureland that stretches from Kanturk in the north to Allihies in the south. The south-west region, including West Cork, is one of Ireland's main tourist destinations, known for its rugged coast and megalithic monuments and as the starting point for the Wild Atlantic Way. The largest third-level institution is University College Cork, founded in 1845, and has a total student population of around 22,000. Local industry and employers include technology company Dell EMC, the European headquarters of Apple, and the farmer-owned dairy co-operative Dairygold. The county is known as the ""rebel county"", a name given to it by King Henry VII of England for its support, in a futile attempt at a rebellion in 1491, of Perkin Warbeck, who claimed to be Richard of Shrewsbury, Duke of York.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Munster,http://dbpedia.org/resource/Category:Provinces_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,581231
http://dbpedia.org/resource/County_Galway,County Galway,"County Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Contae na Gaillimhe) is a county in Ireland. It is in the West of Ireland, taking up the south of the province of Connacht. There are several Irish-speaking areas in the west of the county. The traditional county includes, and is named for, the city of Galway, but the city and county are separate local government areas, administered by the local authorities of Galway City Council in the urban area and Galway County Council in the rest of the county. The population of the county was 276,451 at the 2022 census.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Subdivisions_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,276451
http://dbpedia.org/resource/County_Galway,County Galway,"County Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Contae na Gaillimhe) is a county in Ireland. It is in the West of Ireland, taking up the south of the province of Connacht. There are several Irish-speaking areas in the west of the county. The traditional county includes, and is named for, the city of Galway, but the city and county are separate local government areas, administered by the local authorities of Galway City Council in the urban area and Galway County Council in the rest of the county. The population of the county was 276,451 at the 2022 census.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:First-level_administrative_divisions_by_country,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,276451
http://dbpedia.org/resource/County_Galway,County Galway,"County Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Contae na Gaillimhe) is a county in Ireland. It is in the West of Ireland, taking up the south of the province of Connacht. There are several Irish-speaking areas in the west of the county. The traditional county includes, and is named for, the city of Galway, but the city and county are separate local government areas, administered by the local authorities of Galway City Council in the urban area and Galway County Council in the rest of the county. The population of the county was 276,451 at the 2022 census.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Connacht,http://dbpedia.org/resource/Category:Provinces_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,276451
http://dbpedia.org/resource/County_Galway,County Galway,"County Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Contae na Gaillimhe) is a county in Ireland. It is in the West of Ireland, taking up the south of the province of Connacht. There are several Irish-speaking areas in the west of the county. The traditional county includes, and is named for, the city of Galway, but the city and county are separate local government areas, administered by the local authorities of Galway City Council in the urban area and Galway County Council in the rest of the county. The population of the county was 276,451 at the 2022 census.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:County_Galway,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,276451
http://dbpedia.org/resource/County_Galway,County Galway,"County Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Contae na Gaillimhe) is a county in Ireland. It is in the West of Ireland, taking up the south of the province of Connacht. There are several Irish-speaking areas in the west of the county. The traditional county includes, and is named for, the city of Galway, but the city and county are separate local government areas, administered by the local authorities of Galway City Council in the urban area and Galway County Council in the rest of the county. The population of the county was 276,451 at the 2022 census.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:County_Galway,http://dbpedia.org/resource/Category:Connacht,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,276451
http://dbpedia.org/resource/County_Galway,County Galway,"County Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Contae na Gaillimhe) is a county in Ireland. It is in the West of Ireland, taking up the south of the province of Connacht. There are several Irish-speaking areas in the west of the county. The traditional county includes, and is named for, the city of Galway, but the city and county are separate local government areas, administered by the local authorities of Galway City Council in the urban area and Galway County Council in the rest of the county. The population of the county was 276,451 at the 2022 census.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:County_Galway,http://dbpedia.org/resource/Category:Counties_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Counties_of_Ireland,http://dbpedia.org/ontology/AdministrativeRegion,276451
